Names,Dates,Locations,Tweets,Polarity,Sentiment
stainlanda4,2020-12-21 18:08:56,south africa saldanha,"['rt', 'shopritesa', 'congratulations', 'to', 'this', 'weeks', 'lucky', 'winners', 'who', 'each', 'drive', 'away', 'in', 'a', 'brandnew', 'toyota', 'starlet', 'xolani', 'temba', 'talent']",0.0,neutral
stainlanda4,2020-12-21 18:08:03,south africa saldanha,"['rt', 'shopritesa', 'get', 'automatic', 'entry', 'to', 'our', 'shopritewinacar', 'competition', 'when', 'you', 'swipe', 'your', 'xtrasavings', 'card', 'on', 'these', 'refreshing', 'drinks']",0.55,very_positive
sesmas1,2020-12-21 18:04:48,south africa,"['muthivhistangos', 'unaramakuela', 'morokaswallows', 'i', 'forgive', 'you', 'for', 'being', 'slow', 'we', 'bought', 'tickets', 'in', 'tzaneen', 'shopr']",0.0,neutral
enam__gh,2020-12-21 18:04:42,buena vista estate,"['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.0,neutral
rockloden,2020-12-21 18:04:13,,"['rt', 'shewhois', 'please', 'can', 'i', 'get', 'this', 'in', 'shoprite', 'or', 'who', 'sells']",0.0,neutral
founda_,2020-12-21 18:03:50,money city,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.0,neutral
elwinkay,2020-12-21 18:03:34,blantyre,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.47,positive
ulstercounty911,2020-12-21 18:03:16,ulster county ny,"['inc', 'standby', 'loc', 'healthy', 'way', 'wawarsing', 'shoprite', 'blvd', 'airport', 'rd', 'time12212020', '130022']",0.0,neutral
_csenti,2020-12-21 18:03:09,put notification on🀄️🃏,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.0,neutral
shattachelsea,2020-12-21 18:02:27,,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
darkskeen__,2020-12-21 18:02:13,nigeria,"['rt', 'shewhois', 'please', 'can', 'i', 'get', 'this', 'in', 'shoprite', 'or', 'who', 'sells']",0.47,positive
sholajatimothy,2020-12-21 18:02:12,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.1,positive
thenanapoku,2020-12-21 18:01:19,somewhere on  🌎 ,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
frankiesappor,2020-12-21 17:59:59,,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
1___spencer,2020-12-21 17:59:27,accra ,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
osgoodpaekid,2020-12-21 17:59:25,"kasoa, ghana","['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
realedem,2020-12-21 17:58:22,"tema, ghana","['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.0,neutral
truekwaku,2020-12-21 17:57:37,turn on notification ,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
_gyesi,2020-12-21 17:56:57,emirate stadium,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",-0.36,negative
_till_i_cum,2020-12-21 17:56:33,your heart❤,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
yo_millah,2020-12-21 17:56:25,,"['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
thepowderguy1,2020-12-21 17:56:01,"accra, lagos, abuja","['rt', 'steeze1', 'me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
_triga,2020-12-21 17:55:52,‎​,"['awon', 'weyrey', 'beer', 'don', 'turn', 'n500', 'sigh', 'not', 'like', 'the', 'environment', 'is', 'premium', 'na', 'to', 'go', 'shoprite', 'stock', 'my', 'fridge', 'i']",0.47,positive
edgarkabiito4,2020-12-21 17:55:11,uganda,"['yusufsumaya9', 'shoprite', 'is', 'the', 'place']",0.47,positive
__steeze1,2020-12-21 17:55:02,"accra,ghana/worldwide","['me', 'and', 'boys', 'go', 'enter', 'shoprite', 'den', 'shop', 'condoms', 'for', '60', 'seconds', 'sctrolleydash']",0.47,positive
tonyofflowers,2020-12-21 17:54:59,tweeting w/o answering ya text,"['every', 'single', 'day', 'of', 'my', 'life', 'i', 'miss', 'aampp', 'because', 'i', 'would', 'literally', 'pay', 'the', 'premium', 'prices', 'instead', 'of', 'having', 'to', 'play', 's']",0.47,positive
shewhois__,2020-12-21 17:53:24,los,"['please', 'can', 'i', 'get', 'this', 'in', 'shoprite', 'or', 'who', 'sells']",0.47,positive
theveon,2020-12-21 17:47:48,"this body, for now.","['are', 'shoprite', 'outlets', 'still', 'open']",0.47,positive
redondo_jones,2020-12-21 17:44:33,,"['phitlhellom', 'ignorancethats', 'what', 'happens', 'when', 'you', 'buy', 'your', 'license', 'from', 'shoprite', 'or', 'pick', 'n', 'pay']",0.47,positive
brodiexlxl,2020-12-21 17:43:40,earth,"['maybe', 'shoprite', 'has', 'variety', 'of', 'foods', 'maybe', 'they', 'dont', 'get', 'enough', 'to', 'afford', 'their', 'meals', 'on', 'a', 'daily', 'maybe', 'health', 'rea']",0.47,positive
locus47,2020-12-21 17:43:28,london,"['accessbankhelp', 'pls', 'i', 'made', 'a', 'transaction', 'a', 'shoprite', 'owerri', 'and', 'i', 'was', 'debited', 'but', 'the', 'transaction', 'did', 'not', 'approve']",0.47,positive
tumi__m__,2020-12-21 17:42:39,"johannesburg, south africa","['tell', 'me', 'your', 'go', 'to', 'recipe', 'using', 'harvestime', 'frozen', 'veggies', 'the', 'best', 'recipe', 'will', 'get', 'r500', 'shoprite', 'shopping', 'voucher']",0.47,positive
jeanieknows,2020-12-21 17:39:03,"pretoria, south africa","['lexego', 'dischem', 'shoprite', 'clicks', 'or', 'any', 'pharmacy', 'by', 'louis', 'pasteur']",0.0,neutral
1___spencer,2020-12-21 17:35:28,accra ,"['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.0,neutral
sergio_de_ennin,2020-12-21 17:35:14,🌏 ,"['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.4,positive
ke_kamo,2020-12-21 17:32:35,south africa,"['shopritesa', 'stop', 'playing', 'with', 'people', 'mahn', 'whats', 'the', 'meaning', 'of', 'this']",0.0,neutral
iamsouppp,2020-12-21 17:28:06,,"['alliephelan9', 'i', 'would', 'absolutely', 'luv', 'to', 'a', 'fight', 'a', 'rude', 'ass', 'middle', 'aged', 'white', 'women', 'in', 'shoprite', 'on', 'a', 'monday', 'morning']",0.65,very_positive
nicclaypole,2020-12-21 17:27:40,"kampala, uganda","['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.0,neutral
osgoodpaekid,2020-12-21 17:27:33,"kasoa, ghana","['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.7,very_positive
_gyesi,2020-12-21 17:25:27,emirate stadium,"['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.4,positive
shattachelsea,2020-12-21 17:23:02,,"['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.0,neutral
15slapssss,2020-12-21 17:22:32,"accra, ghana","['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",-0.6,very_negative
realedem,2020-12-21 17:20:08,"tema, ghana","['rt', 'steeze1', 'season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.0,neutral
rukundobrenda,2020-12-21 17:19:44,"kampala, uganda","['rt', 'tuskermaltug', 'pour', 'yourself', 'a', 'fresh', 'glass', 'of', '100', 'malt', 'this', 'weekend', 'follow', 'the', 'link', 'to', 'order', 'or', 'shop', 'from', 'cap']",0.2,positive
__steeze1,2020-12-21 17:18:11,"accra,ghana/worldwide","['season', 'of', 'surprises', 'from', 'stanchart', 'shop', 'within', '60', 'seconds', 'at', 'every', 'shoprite', 'shop', 'sctrolleydash']",0.0,neutral
khayamponfi_,2020-12-21 17:14:11,success,"['rt', 'jpstyles8', 'this', 'christmas', 'we', 'are', 'giving', 'you', 'free', 'shopping', 'sprees', 'at', 'shoprite', 'oh', 'yes', 'you', 'got', 'that', 'right', 'pick', 'the', 'trolley', 'and', 'lets']",-0.5,very_negative
shattachelsea,2020-12-21 17:13:26,,"['rt', 'jpstyles8', 'this', 'christmas', 'we', 'are', 'giving', 'you', 'free', 'shopping', 'sprees', 'at', 'shoprite', 'oh', 'yes', 'you', 'got', 'that', 'right', 'pick', 'the', 'trolley', 'and', 'lets']",0.0,neutral
_gyesi,2020-12-21 17:12:48,emirate stadium,"['rt', 'jpstyles8', 'this', 'christmas', 'we', 'are', 'giving', 'you', 'free', 'shopping', 'sprees', 'at', 'shoprite', 'oh', 'yes', 'you', 'got', 'that', 'right', 'pick', 'the', 'trolley', 'and', 'lets']",0.7,very_positive
jennixnay,2020-12-21 17:12:14,"üt: 39.93434,-75.165409","['motherfaulkner', 'stephstephking', 'which', 'included', 'a', 'handwritten', 'list', 'an', 'envelope', 'of', 'coupons', 'amp', 'her', 'checkbook', 'wh']",0.0,neutral
calypsosaige,2020-12-21 17:11:59,"pretoria, south africa","['danielmarven', 'i', 'need', 'to', 'get', 'to', 'shoprite']",-0.6,very_negative
jpstyles_8,2020-12-21 17:10:43,,"['this', 'christmas', 'we', 'are', 'giving', 'you', 'free', 'shopping', 'sprees', 'at', 'shoprite', 'oh', 'yes', 'you', 'got', 'that', 'right', 'pick', 'the', 'trolley', 'an']",0.35,positive
liefieb,2020-12-21 17:08:42,johannesburg,"['mamops', 'yooh', 'i', 'need', 'to', 'head', 'on', 'to', 'shoprite']",0.0,neutral
thabskotsi,2020-12-21 17:05:12,bloemfontein,"['papizwane', 'i', 'got', 'it', 'at', 'shoprite', 'for', 'r85']",0.65,very_positive
lisaleboho,2020-12-21 17:02:14,playing music somewhere,"['tanqueray', 'ya', 'seshego', 'shoprite', 'liquor', 'doesnt', 'come', 'with', 'a', 'sticker', 'the', 'ghetto']",0.2,positive
oblomart,2020-12-21 16:59:46,042,"['shoprite', 'owerri', 'is', 'fulllll', 'loads', 'of', 'buzz', 'here', 'i', 'can', 'taste', 'it', 'sef', 'let', 'me', 'finish', 'my', 'drink', 'first']",0.0,neutral
allie_phelan9,2020-12-21 16:59:21,"new york, usa","['iamsouppp', 'i', 'knew', 'you', 'would', 'be', 'i', 'was', 'so', 'glad', 'you', 'werent', 'there', 'though', 'because', 'im', 'not', 'about', 'to', 'break', 'up', 'a', 'fight', 'l']",0.2,positive
iawolf_,2020-12-21 16:59:01,"kyoto, japan | jhb • msu","['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.75,very_positive
gtjimi,2020-12-21 16:54:57,rundu,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.0,neutral
tamiq_houston,2020-12-21 16:52:08,south africa,"['rt', 'hulettssa', 'make', 'the', 'festive', 'season', 'even', 'sweeter', 'with', 'huletts', 'and', 'stand', 'a', 'chance', 'to', 'win', 'your', 'share', 'of', 'r1', '000', '000', 'in', 'shoprite', 'vouchers', 'a']",-0.36,negative
r_ogue19,2020-12-21 16:52:06,,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",-0.36,negative
shoprite_sa,2020-12-21 16:51:22,south africa,"['bongamlabasa', 'hi', 'bongah', 'thank', 'you', 'for', 'reaching', 'out', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'kindly', 'dm', 'us', 'with', 'more', 'information']",0.17,positive
aworrebecca,2020-12-21 16:50:38,,"['rt', 'tuskermaltug', 'pour', 'yourself', 'a', 'fresh', 'glass', 'of', '100', 'malt', 'this', 'weekend', 'follow', 'the', 'link', 'to', 'order', 'or', 'shop', 'from', 'cap']",-0.36,negative
bonga_mlabasa,2020-12-21 16:49:01,"secunda, south africa","['shoprite', 'secunda', 'probably', 'has', 'the', 'worst', 'service', 'of', 'them', 'all', 'its', 'bad', 'fuck', 'it']",0.0,neutral
shoprite_sa,2020-12-21 16:46:26,south africa,"['mabundarf', 'hi', 'rhukanani', 'thank', 'you', 'for', 'taking', 'the', 'time', 'to', 'share', 'your', 'concerns', 'with', 'us', 'hygiene', 'is', 'important', 'to', 'us', 'a']",0.0,neutral
mabundarf,2020-12-21 16:34:57,bloemfontein,"['very', 'filthy', 'dirty', 'at', 'elim', 'shoprite']",0.35,positive
addic_taekoo,2020-12-21 16:32:48,island of serendipity ,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.0,neutral
allie_phelan9,2020-12-21 16:27:46,"new york, usa","['so', 'mad', 'loud', 'in', 'the', 'middle', 'of', 'shoprite', 'i', 'was', 'like', 'excuse', 'me', 'like', 'mad', 'bitchy', 'and', 'she', 'stared', 'at', 'me', 'and', 'i', 'stared', 'at', 'h']",-0.03,negative
allie_phelan9,2020-12-21 16:26:40,"new york, usa","['some', 'middleaged', 'white', 'woman', 'was', 'tweaking', 'at', 'shoprite', 'because', 'this', 'older', 'couple', 'was', 'in', 'the', 'way', 'and', 'she', 'was', 'being', 'so']",0.0,neutral
johnsoncollege,2020-12-21 16:24:32,"scranton, pennsylvania","['still', 'looking', 'for', 'stocking', 'stuffers', 'buy', 'your', 'tickets', 'today', 'for', 'our', 'designer', 'purse', 'lottery', 'fundraiser', 'presented', 'by']",-0.03,negative
ebony_choco,2020-12-21 16:21:21,,"['so', 'i', 'cant', 'get', 'something', 'from', 'shoprite', 'without', 'leaving', 'my', 'house', 'i', 'mean', 'they', 'dont', 'do', 'home', 'deliveries']",-0.36,negative
akpanubong13,2020-12-21 16:21:13,"lagos, nigeria","['shopriteng', 'i', 'just', 'left', 'your', 'victoria', 'islandpalms', 'center', 'the', 'items', 'i', 'paid', 'for', 'were', 'not', 'totally', 'packed', 'and', 'i', 'did']",0.0,neutral
amyable_fellow,2020-12-21 16:21:07,,"['shoprite', 'is', 'out', 'of', 'vegan', 'mozzarella', 'so', 'now', 'i', 'cant', 'make', 'vegan', 'stuffed', 'shells', 'for', 'christmas', 'and', 'idk', 'what', 'to', 'make']",0.7,very_positive
opediamond,2020-12-21 16:13:53,somewhere in ameurosia 🏤 ,"['of', 'getting', 'a', 'sworn', 'affidavit', 'in', 'lagosi', 'got', 'the', 'affidavit', 'and', 'was', 'issued', 'another', 'sim', 'card', 'that', 'was', 'duly', 'reg']",0.0,neutral
setawonwizzy,2020-12-21 16:12:07,,"['rbabalola14', 'makaveliunleash', 'ayoxo1', 'jahswillog', 'lilshaq47', 'as', 'for', 'you', 'wey', 'de', 'go', 'snap', 'for', 'shoprite', 'before', 'you', 'fi']",0.75,very_positive
googsebumps,2020-12-21 16:09:14,she/they,"['just', 'watched', 'a', 'man', 'with', 'no', 'mask', 'on', 'open', 'mouth', 'cough', 'all', 'over', 'the', 'donuts', 'at', 'shoprite', 'and', 'now', 'i', 'think', 'i', 'wanna', 'die']",0.0,neutral
_tebbogo,2020-12-21 16:08:28,"mamelodi, tshwane","['rt', 'jmodice', 'few', 'years', 'ago', 'on', 'this', 'day', 'i', 'fainted', 'at', 'shoprite', 'because', 'of', 'mmm']",0.75,very_positive
olivorang,2020-12-21 16:02:11,"lagos, nigeria","['sofnfree', 'relaxer', 'and', 'activator', 'feeds', 'your', 'hair', 'with', 'the', 'right', 'nourishment', 'and', 'keeps', 'it', 'conditioned', 'and', 'healthy']",0.42,positive
mosesraytheon,2020-12-21 15:53:21,,"['ofwonoopondo', 'lindahnabusayi', 'nyamadon', 'kals2011', 'dont', 'forget', 'you', 'owe', 'shoprite', 'some', 'money', 'rugged', 'face']",0.38,positive
aramark,2020-12-21 15:48:28,philadelphia,"['rt', 'drexelalumni', 'thank', 'you', 'to', 'our', 'community', 'partners', 'at', 'shoprite', 'west', 'side', 'foods', 'sharing', 'excess', 'and', 'aramark', 'as', 'well', 'as', 'drexels', 'alumni']",0.7,very_positive
broskerini,2020-12-21 15:47:43,"durban, south africa","['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.43,positive
eternalgemsng,2020-12-21 15:45:12,nigeria,"['2', 'abuja', 'urban', 'hub', 'plaza', 'plot', '1145', 'aminu', 'kano', 'crescentopposite', 'emab', 'garden', 'wuse23', 'ibadan', 'town', 'planning', 'comp']",0.7,very_positive
trashykpopfr,2020-12-21 15:41:42,bernabeu,"['fi6eliis', 'although', 'there', 'is', 'a', 'cloth', 'store', 'in', 'shoprite', 'think', 'you', 'would', 'see', 'some', 'street', 'wear', 'shi', 'there']",0.7,very_positive
mwila34,2020-12-21 15:41:37,"lusaka, zambia","['rt', 'thesubmarine1', 'hungry', 'lion', 'employees', 'going', 'to', 'buy', 'lunch', 'from', 'shoprite', 'but', 'thats', 'none', 'of', 'my', 'business']",0.7,very_positive
fabulouskenn,2020-12-21 15:39:03,nigeria,"['rt', 'ebeanomarket', 'there', 'are', 'more', 'you', 'can', 'get', 'at', 'ebeano', 'market', 'do', 'you', 'know', 'you', 'can', 'get', 'your', 'automobile', 'spare', 'parts', 'easy', 'repair', 'options', 'an']",0.7,very_positive
forthemommas,2020-12-21 15:30:12,,"['shoprite', 'free', 'simply', 'almond', 'milk', 'thru', '1226', 'rebate']",0.7,very_positive
mincili2,2020-12-21 15:20:34,cpt / tsolo ,"['not', 'this', 'security', 'at', 'shoprite', 'liqour', 'saying', 'ndimncinci', 'i', 'had', 'to', 'show', 'my', 'id', 'ayisembi', 'into', 'yoba', 'mfitshi']",-0.36,negative
retailingafrica,2020-12-21 15:20:27,"cape town, south africa","['rt', 'retailingafrica', '21interviews', 'community', 'support', 'will', 'win', 'loyal', 'customers', 'says', 'sanjeevraghubir', 'sustainability', 'manager', 'shopritesa']",0.5,very_positive
shmoneyshmanan,2020-12-21 15:17:56,,"['rt', 'izaayyoungmula', 'i', 'really', 'caught', 'a', 'shoplifter', 'at', 'shoprite', 'and', 'got', 'a', '5', 'voucher', 'wow']",0.75,very_positive
shopritestores,2020-12-21 15:13:00,,"['punisher0836', 'were', 'very', 'sorry', 'to', 'hear', 'this', 'please', 'let', 'us', 'know', 'which', 'shoprite', 'store', 'youre', 'referring', 'to', 'so', 'we', 'coul']",-0.36,negative
marciantsele,2020-12-21 15:11:58,sa durban,"['rt', 'aprilthabiso1', 'danielmarven', 'officialsassa', 'feziledabidm', 'covidfreenation', 'officialsassa', 'sasolsa', 'shopritesa', 'picknpay', 'checkerssa']",0.7,very_positive
malkiaug,2020-12-21 15:08:45,13 army avenue nakasero kampal,"['new', 'product', 'alertbdelo', 'is', 'now', 'available', 'at', 'shoprite', 'acacia', 'mall', 'get', 'shopping', 'for', 'the', 'best', 'snacks', 'this', 'festive']",0.7,very_positive
yechilishus,2020-12-21 15:05:01,bikini bottom ,"['coalcity', 'good', 'afternoon', 'has', 'anyone', 'successfully', 'secured', 'their', 'nin', 'from', 'the', 'nimc', 'office', 'at', 'shoprite']",0.0,neutral
nolu_bhengu,2020-12-21 15:04:24,south africa,"['babyalexis958', 'checkers', 'and', 'shoprite', 'have', 'it']",0.7,very_positive
dolansm,2020-12-21 15:02:49,capital region nys,"['my', 'shoprite', 'trip', '5', 'free']",0.7,very_positive
choosky2,2020-12-21 15:00:15,"south africa, pretoria 012","['rt', 'aprilthabiso1', 'danielmarven', 'officialsassa', 'feziledabidm', 'covidfreenation', 'officialsassa', 'sasolsa', 'shopritesa', 'picknpay', 'checkerssa']",0.7,very_positive
siphomavovo2,2020-12-21 14:58:09,"durban, south africa","['rt', 'aprilthabiso1', 'danielmarven', 'officialsassa', 'feziledabidm', 'covidfreenation', 'officialsassa', 'sasolsa', 'shopritesa', 'picknpay', 'checkerssa']",0.7,very_positive
felleng02169717,2020-12-21 14:48:55,south africa,"['rt', 'aprilthabiso1', 'danielmarven', 'officialsassa', 'feziledabidm', 'covidfreenation', 'officialsassa', 'sasolsa', 'shopritesa', 'picknpay', 'checkerssa']",0.7,very_positive
c_massala,2020-12-21 14:47:23,all systems are to control you,"['thabo', 'mbeki', 'is', 'really', 'overrated', 'this', 'all', 'done', 'by', 'anti', 'zuma', 'factionstheres', 'no', 'social', 'distancing', 'inside', 'shoprite']",0.7,very_positive
damimarufah,2020-12-21 14:45:40,"lagos, nigeria.","['onihorse', '120', 'i', 'didnt', 'even', 'have', 'the', 'intention', 'to', 'do', 'o', 'i', 'was', 'going', 'to', 'shoprite', 'jeje', 'and', 'decided', 'to', 'follow', 'th']",0.7,very_positive
